/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
NELS_88_00_BYF4STU

/* Total Record Length */
11541

/* Variable Names, Locations, and Descriptions */
STU_ID    1-7           Student ID
   135 = "Education-other"
   140 = "Engineering-electrical"
   141 = "Engineering-chemical"
   142 = "Engineering-civil"
   143 = "Engineering-mechanical"
   144 = "Engineering-all other"
   150 = "Engineering technology"
   160 = "Spanish"
   161 = "Foreign language-non-European"
   162 = "Foreign language-European (not Spanish)"
   170 = "Health/allied-dental/medical technology"
   171 = "Health/allied-Therapy and mental health"
   172 = "Health/physical education/recreation"
   173 = "Nursing-nurse assisting"
   174 = "Health/allied-general and other"
   175 = "Nursing-nursing, post-RN"
   180 = "Health-audiology"
   181 = "Health-clinical health science"
   182 = "Health-dentistry"
   183 = "Health-medicine"
   184 = "Health-veterinary medicine"
   185 = "Nursing-registered nurse"
   186 = "Health-health/hospital Administration"
   187 = "Health-public health"
   188 = "Health-preparatory programs"
   190 = "Health-dietetics"
   191 = "Textiles"
   192 = "Home economics-all other"
   193 = "Health-chiropractic"
   194 = "Health-pharmacy"
   196 = "Health-optometry"
   197 = "Health-osteopathic medicine"
   200 = "Vocational home economics-child care"
   201 = "Vocational home economics-other"
   220 = "Law-paralegal (includes pre-law)"
   221 = "Law"
   230 = "Letters-American/English literature"
   231 = "Letters-creative/technical writing"
   232 = "Letters-all other"
   240 = "Liberal studies"
   250 = "Library/archival science"
   260 = "Biological science-zoology"
   261 = "Biological science-botany"
   262 = "Biological science-biochemistry"
   263 = "Biological science-all other"
   264 = "Biological science-biophysics"
   270 = "Mathematics-statistics"
   271 = "Mathematics-not statistics"
   280 = "Military sciences"
   301 = "Interdisciplinary-environmental studies"
   303 = "Interdisciplinary-integrated science"
   304 = "Interdisciplinary-all other"
   310 = "Leisure studies"
   380 = "Philosophy"
   381 = "Religious studies"
   390 = "Clinical pastoral care"
   400 = "Physical sciences-chemistry"
   401 = "Physical sciences-earth science"
   402 = "Physical sciences-physics"
   403 = "Physical sci-not chemistry/physics/earth"
   420 = "Psychology"
   430 = "Protective services"
   440 = "Social work"
   441 = "Public administration-not social work"
   450 = "Anthropology/archaeology"
   451 = "Economics"
   452 = "Geography"
   453 = "History"
   454 = "Sociology"
   455 = "Political science"
   456 = "International relations"
   457 = "City planning"
   460 = "Industrial arts-construction"
   470 = "Mechanics-transportation"
   471 = "Industrial arts-electronics"
   472 = "Mechanics-all other"
   480 = "Arts-commercial art"
   481 = "Precision production"
   490 = "Transportation-air"
   491 = "Transportation-not air"
   500 = "Arts-design"
   501 = "Arts-speech/drama"
   502 = "Arts-film arts"
   503 = "Arts-music"
   504 = "Arts-visual/performing/fine"
   505 = "Arts-crafts, folk art, artisanry"
   900 = "No major"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -6 = "{Uncodeable}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EANY
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EASP
   0 = "No further education planned"
   1 = "Earn a GED or high school certificate"
   2 = "Finish high school with regular diploma"
   3 = "Vocational, trade or business school"
   4 = "Less than two years of college"
   5 = "Two or more years college/associate deg"
   6 = "Finish college (bachelor^s degree)"
   7 = "Post-baccalaureate certificate"
   8 = "Master^s degree or equivalent"
   9 = "PhD or equivalent"
   10 = "MD, LLB, JD, DDS or equivalent"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ECHMAJ
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ED1
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ED2
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ED3
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ED4
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ED5
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ED6
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDEGR
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDGR1
   1 = "Certificate"
   2 = "Associate^s degree"
   3 = "Bachelor^s degree"
   4 = "Master^s degree"
   5 = "PhD or equivalent (EdD, DPH)"
   6 = "Professional doctorate (MD, JD, LLB)"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDGR2
   1 = "Certificate"
   2 = "Associate^s degree"
   3 = "Bachelor^s degree"
   4 = "Master^s degree"
   5 = "PhD or equivalent (EdD, DPH)"
   6 = "Professional doctorate (MD, JD, LLB)"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDGR3
   1 = "Certificate"
   2 = "Associate^s degree"
   3 = "Bachelor^s degree"
   4 = "Master^s degree"
   6 = "Professional doctorate (MD, JD, LLB)"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDGR4
   1 = "Certificate"
   2 = "Associate^s degree"
   3 = "Bachelor^s degree"
   4 = "Master^s degree"
   5 = "PhD or equivalent (EdD, DPH)"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDGR5
   1 = "Certificate"
   3 = "Bachelor^s degree"
   4 = "Master^s degree"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDGR6
   1 = "Certificate"
   3 = "Bachelor^s degree"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDM30
   0 = "No"
   1 = "Yes"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDMJ1
   0 = "No"
   1 = "Yes"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDMJ2
   0 = "No"
   1 = "Yes"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDMJ3
   0 = "No"
   1 = "Yes"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDMJ4
   0 = "No"
   1 = "Yes"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDMJ5
   0 = "No"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EDMJ6
   0 = "No"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EFMY
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EFSECT
   1 = "Private for-profit"
   2 = "Private nonprofit, less-than-4-year"
   3 = "Public, less-than-2-year"
   4 = "Public, 2-year"
   5 = "Private nonprofit, 4-year or above"
   6 = "Public, 4-year or above"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EFST
   999996 = "{Foreign institution}"
   999997 = "{Institution name unknown}"
   999998 = "{Institution city unknown}"
   999999 = "{Institution state unknown}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EGRD
   1 = "Mostly As (grade point 3,75-4,0)"
   2 = "As and Bs (3,25-3,75)"
   3 = "Mostly Bs (2,75-3,25)"
   4 = "Bs and Cs (2,25-2,75)"
   5 = "Mostly Cs (1,75-2,25)"
   6 = "Cs and Ds (1,25-1,75)"
   7 = "Mostly Ds or below (less than 1,25)"
   8 = "Pass/fail"
   9 = "School doesn^t award grades"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EHSAL
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EINSTS
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EJOBS
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ELMY
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ELSECT
   1 = "Private for-profit"
   2 = "Private nonprofit, less-than-4-year"
   3 = "Public, less-than-2-year"
   4 = "Public, 2-year"
   5 = "Private nonprofit, 4-year or above"
   6 = "Public, 4-year or above"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ELST
   999996 = "{Foreign institution}"
   999997 = "{Institution name unknown}"
   999998 = "{Institution city unknown}"
   999999 = "{Institution state unknown}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ELV1
   1 = "Done taking the desired classes"
   2 = "Financial reasons"
   3 = "Family status change (marriage, death)"
   4 = "Personal problems/injury/illness"
   5 = "Academic  problems"
   6 = "Not satisfied with program, school, etc"
   7 = "Classes not available/class scheduling"
   8 = "Job/military considerations"
   9 = "Moved from the area"
   10 = "Decided to take time off from studies"
   11 = "Enrollment doesn^t suit lifestyle/bored"
   12 = "School/program closed/lost accreditation"
   13 = "Other"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ELV2
   1 = "Done taking the desired classes"
   2 = "Financial reasons"
   3 = "Family status change (marriage, death)"
   4 = "Personal problems/injury/illness"
   5 = "Academic  problems"
   6 = "Not satisfied with program, school, etc"
   7 = "Classes not available/class scheduling"
   8 = "Job/military considerations"
   9 = "Moved from the area"
   10 = "Decided to take time off from studies"
   11 = "Enrollment doesn^t suit lifestyle/bored"
   12 = "School/program closed/lost accreditation"
   13 = "Other"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ELV3
   1 = "Done taking the desired classes"
   2 = "Financial reasons"
   3 = "Family status change (marriage, death)"
   4 = "Personal problems/injury/illness"
   5 = "Academic  problems"
   6 = "Not satisfied with program, school, etc"
   8 = "Job/military considerations"
   9 = "Moved from the area"
   10 = "Decided to take time off from studies"
   11 = "School/program closed/lost accreditation"
   13 = "Other"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EMJ1D
   10 = "Agriculture"
   20 = "Agricultural science"
   30 = "Natural resources"
   31 = "Forestry"
   40 = "Architecture"
   50 = "American civilization"
   51 = "Area studies"
   52 = "African-American studies"
   53 = "Ethnic studies-not Black/area studies"
   60 = "Accounting"
   61 = "Business-finance"
   62 = "Business-business/management systems"
   63 = "Business-management/administration"
   70 = "Business-secretarial"
   71 = "Business-business support"
   80 = "Business-marketing/distribution"
   90 = "Journalism"
   91 = "Communications"
   100 = "Communication technology"
   110 = "Computer programming"
   111 = "Data processing technology"
   112 = "Computer and information sciences"
   120 = "Consumer services-cosmetology"
   121 = "Consumer services-mortuary"
   130 = "Education-early childhood"
   131 = "Education-elementary"
   132 = "Education-secondary"
   133 = "Education-special"
   134 = "Education-physical education"
   135 = "Education-other"
   140 = "Engineering-electrical"
   141 = "Engineering-chemical"
   142 = "Engineering-civil"
   143 = "Engineering-mechanical"
   144 = "Engineering-all other"
   150 = "Engineering technology"
   160 = "Spanish"
   161 = "Foreign language-non-European"
   162 = "Foreign language-European (not Spanish)"
   170 = "Health/allied-dental/medical technology"
   171 = "Health/allied-Therapy and mental health"
   172 = "Health/physical education/recreation"
   173 = "Nursing-nurse assisting"
   174 = "Health/allied-general and other"
   175 = "Nursing-nursing, post-RN"
   180 = "Health-audiology"
   181 = "Health-clinical health science"
   182 = "Health-dentistry"
   183 = "Health-medicine"
   184 = "Health-veterinary medicine"
   185 = "Nursing-registered nurse"
   186 = "Health-health/hospital Administration"
   187 = "Health-public health"
   188 = "Health-preparatory programs"
   190 = "Health-dietetics"
   191 = "Textiles"
   192 = "Home economics-all other"
   193 = "Health-chiropractic"
   194 = "Health-pharmacy"
   196 = "Health-optometry"
   200 = "Vocational home economics-child care"
   201 = "Vocational home economics-other"
   220 = "Law-paralegal (includes pre-law)"
   221 = "Law"
   230 = "Letters-American/English literature"
   231 = "Letters-creative/technical writing"
   232 = "Letters-all other"
   240 = "Liberal studies"
   250 = "Library/archival science"
   260 = "Biological science-zoology"
   261 = "Biological science-botany"
   262 = "Biological science-biochemistry"
   263 = "Biological science-all other"
   270 = "Mathematics-statistics"
   271 = "Mathematics-not statistics"
   280 = "Military sciences"
   300 = "Women^s studies"
   301 = "Interdisciplinary-environmental studies"
   302 = "Interdisciplinary-biopsychology"
   303 = "Interdisciplinary-integrated science"
   304 = "Interdisciplinary-all other"
   310 = "Leisure studies"
   320 = "Basic/personal skills"
   380 = "Philosophy"
   381 = "Religious studies"
   390 = "Clinical pastoral care"
   400 = "Physical sciences-chemistry"
   401 = "Physical sciences-earth science"
   402 = "Physical sciences-physics"
   403 = "Physical sci-not chemistry/physics/earth"
   420 = "Psychology"
   430 = "Protective services"
   440 = "Social work"
   441 = "Public administration-not social work"
   450 = "Anthropology/archaeology"
   451 = "Economics"
   452 = "Geography"
   453 = "History"
   454 = "Sociology"
   455 = "Political science"
   456 = "International relations"
   457 = "City planning"
   460 = "Industrial arts-construction"
   470 = "Mechanics-transportation"
   471 = "Industrial arts-electronics"
   472 = "Mechanics-all other"
   480 = "Arts-commercial art"
   481 = "Precision production"
   490 = "Transportation-air"
   491 = "Transportation-not air"
   500 = "Arts-design"
   501 = "Arts-speech/drama"
   502 = "Arts-film arts"
   503 = "Arts-music"
   504 = "Arts-visual/performing/fine"
   505 = "Arts-crafts, folk art, artisanry"
   900 = "No major"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -6 = "{Uncodeable}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EMJ2D
   20 = "Agricultural science"
   30 = "Natural resources"
   31 = "Forestry"
   40 = "Architecture"
   51 = "Area studies"
   52 = "African-American studies"
   53 = "Ethnic studies-not Black/area studies"
   60 = "Accounting"
   61 = "Business-finance"
   62 = "Business-business/management systems"
   63 = "Business-management/administration"
   70 = "Business-secretarial"
   71 = "Business-business support"
   80 = "Business-marketing/distribution"
   90 = "Journalism"
   91 = "Communications"
   100 = "Communication technology"
   110 = "Computer programming"
   111 = "Data processing technology"
   112 = "Computer and information sciences"
   120 = "Consumer services-cosmetology"
   130 = "Education-early childhood"
   131 = "Education-elementary"
   132 = "Education-secondary"
   133 = "Education-special"
   134 = "Education-physical education"
   135 = "Education-other"
   140 = "Engineering-electrical"
   141 = "Engineering-chemical"
   142 = "Engineering-civil"
   143 = "Engineering-mechanical"
   144 = "Engineering-all other"
   150 = "Engineering technology"
   160 = "Spanish"
   161 = "Foreign language-non-European"
   162 = "Foreign language-European (not Spanish)"
   170 = "Health/allied-dental/medical technology"
   171 = "Health/allied-Therapy and mental health"
   172 = "Health/physical education/recreation"
   173 = "Nursing-nurse assisting"
   174 = "Health/allied-general and other"
   175 = "Nursing-nursing, post-RN"
   180 = "Health-audiology"
   181 = "Health-clinical health science"
   182 = "Health-dentistry"
   183 = "Health-medicine"
   184 = "Health-veterinary medicine"
   185 = "Nursing-registered nurse"
   186 = "Health-health/hospital Administration"
   187 = "Health-public health"
   188 = "Health-preparatory programs"
   190 = "Health-dietetics"
   193 = "Health-chiropractic"
   194 = "Health-pharmacy"
   200 = "Vocational home economics-child care"
   201 = "Vocational home economics-other"
   220 = "Law-paralegal (includes pre-law)"
   221 = "Law"
   230 = "Letters-American/English literature"
   231 = "Letters-creative/technical writing"
   232 = "Letters-all other"
   240 = "Liberal studies"
   262 = "Biological science-biochemistry"
   263 = "Biological science-all other"
   270 = "Mathematics-statistics"
   271 = "Mathematics-not statistics"
   280 = "Military sciences"
   300 = "Women^s studies"
   301 = "Interdisciplinary-environmental studies"
   303 = "Interdisciplinary-integrated science"
   304 = "Interdisciplinary-all other"
   310 = "Leisure studies"
   320 = "Basic/personal skills"
   380 = "Philosophy"
   381 = "Religious studies"
   390 = "Clinical pastoral care"
   400 = "Physical sciences-chemistry"
   401 = "Physical sciences-earth science"
   402 = "Physical sciences-physics"
   403 = "Physical sci-not chemistry/physics/earth"
   420 = "Psychology"
   430 = "Protective services"
   440 = "Social work"
   441 = "Public administration-not social work"
   450 = "Anthropology/archaeology"
   451 = "Economics"
   452 = "Geography"
   453 = "History"
   454 = "Sociology"
   455 = "Political science"
   456 = "International relations"
   460 = "Industrial arts-construction"
   470 = "Mechanics-transportation"
   471 = "Industrial arts-electronics"
   472 = "Mechanics-all other"
   480 = "Arts-commercial art"
   481 = "Precision production"
   490 = "Transportation-air"
   500 = "Arts-design"
   501 = "Arts-speech/drama"
   502 = "Arts-film arts"
   503 = "Arts-music"
   504 = "Arts-visual/performing/fine"
   505 = "Arts-crafts, folk art, artisanry"
   900 = "No major"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -6 = "{Uncodeable}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EMJ3D
   30 = "Natural resources"
   40 = "Architecture"
   53 = "Ethnic studies-not Black/area studies"
   60 = "Accounting"
   63 = "Business-management/administration"
   70 = "Business-secretarial"
   71 = "Business-business support"
   80 = "Business-marketing/distribution"
   90 = "Journalism"
   100 = "Communication technology"
   112 = "Computer and information sciences"
   131 = "Education-elementary"
   132 = "Education-secondary"
   133 = "Education-special"
   134 = "Education-physical education"
   135 = "Education-other"
   140 = "Engineering-electrical"
   143 = "Engineering-mechanical"
   150 = "Engineering technology"
   160 = "Spanish"
   161 = "Foreign language-non-European"
   170 = "Health/allied-dental/medical technology"
   171 = "Health/allied-Therapy and mental health"
   173 = "Nursing-nurse assisting"
   174 = "Health/allied-general and other"
   180 = "Health-audiology"
   181 = "Health-clinical health science"
   183 = "Health-medicine"
   185 = "Nursing-registered nurse"
   186 = "Health-health/hospital Administration"
   190 = "Health-dietetics"
   194 = "Health-pharmacy"
   200 = "Vocational home economics-child care"
   220 = "Law-paralegal (includes pre-law)"
   221 = "Law"
   240 = "Liberal studies"
   250 = "Library/archival science"
   263 = "Biological science-all other"
   271 = "Mathematics-not statistics"
   300 = "Women^s studies"
   303 = "Interdisciplinary-integrated science"
   310 = "Leisure studies"
   320 = "Basic/personal skills"
   381 = "Religious studies"
   390 = "Clinical pastoral care"
   400 = "Physical sciences-chemistry"
   401 = "Physical sciences-earth science"
   402 = "Physical sciences-physics"
   420 = "Psychology"
   430 = "Protective services"
   440 = "Social work"
   441 = "Public administration-not social work"
   451 = "Economics"
   453 = "History"
   454 = "Sociology"
   457 = "City planning"
   460 = "Industrial arts-construction"
   471 = "Industrial arts-electronics"
   472 = "Mechanics-all other"
   481 = "Precision production"
   491 = "Transportation-not air"
   503 = "Arts-music"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -6 = "{Uncodeable}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EMJ4D
   80 = "Business-marketing/distribution"
   100 = "Communication technology"
   112 = "Computer and information sciences"
   131 = "Education-elementary"
   132 = "Education-secondary"
   133 = "Education-special"
   135 = "Education-other"
   170 = "Health/allied-dental/medical technology"
   186 = "Health-health/hospital Administration"
   221 = "Law"
   263 = "Biological science-all other"
   381 = "Religious studies"
   430 = "Protective services"
   454 = "Sociology"
   471 = "Industrial arts-electronics"
   472 = "Mechanics-all other"
   500 = "Arts-design"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EMJ5D
   31 = "Forestry"
   100 = "Communication technology"
   131 = "Education-elementary"
   133 = "Education-special"
   175 = "Nursing-nursing, post-RN"
   381 = "Religious studies"
   471 = "Industrial arts-electronics"
   900 = "No major"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EMJ6D
   131 = "Education-elementary"
   430 = "Protective services"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ENRL00
   1 = "Yes"
   2 = "No"
   -3 = "{Legitimate skip}"
   -9 = "{Missing}"
F4EPARTT
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EPERF
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EPGR1
   999996 = "{Foreign institution}"
   999997 = "{Institution name unknown}"
   999998 = "{Institution city unknown}"
   999999 = "{Institution state unknown}"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EPGR2
   999996 = "{Foreign institution}"
   999997 = "{Institution name unknown}"
   999998 = "{Institution city unknown}"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EPGR3
   999996 = "{Foreign institution}"
   999997 = "{Institution name unknown}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EPGR4
   999997 = "{Institution name unknown}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EPGR5
   999997 = "{Institution name unknown}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EPGR6
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EPLAN
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EPROM
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EREAS4
   1 = "Get job skills not requiring degree"
   2 = "Obtain degree or certificate"
   3 = "To transfer to another school"
   4 = "Personal enrichment"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ERESP
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ESCT1
   1 = "Private for-profit"
   2 = "Private nonprofit, less-than-4-year"
   3 = "Public, less-than-2-year"
   4 = "Public, 2-year"
   5 = "Private nonprofit, 4-year or above"
   6 = "Public, 4-year or above"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ESCT2
   1 = "Private for-profit"
   2 = "Private nonprofit, less-than-4-year"
   3 = "Public, less-than-2-year"
   4 = "Public, 2-year"
   5 = "Private nonprofit, 4-year or above"
   6 = "Public, 4-year or above"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ESCT3
   1 = "Private for-profit"
   2 = "Private nonprofit, less-than-4-year"
   3 = "Public, less-than-2-year"
   4 = "Public, 2-year"
   5 = "Private nonprofit, 4-year or above"
   6 = "Public, 4-year or above"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ESCT4
   1 = "Private for-profit"
   2 = "Private nonprofit, less-than-4-year"
   3 = "Public, less-than-2-year"
   4 = "Public, 2-year"
   5 = "Private nonprofit, 4-year or above"
   6 = "Public, 4-year or above"
   -1 = "{Don^t know}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ESCT5
   1 = "Private for-profit"
   2 = "Private nonprofit, less-than-4-year"
   4 = "Public, 2-year"
   5 = "Private nonprofit, 4-year or above"
   6 = "Public, 4-year or above"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ESCT6
   2 = "Private nonprofit, less-than-4-year"
   4 = "Public, 2-year"
   6 = "Public, 4-year or above"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ESTEM
   1 = "Student"
   2 = "Employed"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ETKOFF
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4ETRANS
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EVTYPE
   0 = "No certificate, degree, or diploma"
   1 = "Certificate/degree from <2 year program"
   2 = "Degree/diploma from 2- or 3-year program"
   3 = "AA from 2- or 3-year voc/tech program"
   4 = "AA from 2- or 3-year academic program"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4EYRPSE
   1 = "Less than a year of full-time credit"
   2 = "One year of full-time credit"
   3 = "More than one, less than two years credi"
   4 = "Two years of full-time credit"
   5 = "More than two years full-time credit"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4F1PNFL
   0 = "Nonrespondent, at least one wave"
   1 = "Panel member"
F4F1PNWT
   0 = "{zero}"
F4F2PNFL
   0 = "Nonrespondent, at least one wave"
   1 = "Panel member"
F4F2PNWT
   0 = "{zero}"
F4FAEQRY
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -7 = "{Not reached-partial/abbrev interview}"
F4FCED
   0 = "No"
   1 = "Yes"
   -1 = "{Don^t know}"
   -2 = "{Refused}"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4FCMP
   0 = "No"
   1 = "Yes"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4FCOR
   0 = "No"
   1 = "Yes"
   -3 = "{Legitimate skip}"
   -7 = "{Not reached-partial/abbrev interview}"
F4FMED
